

=== Predictions on test data ===

    inst#     actual  predicted error prediction
     1146        1:?   1:lncRNA       0.904 
     1147        1:?   1:lncRNA       0.879 
     1148        1:?   1:lncRNA       0.879 
     1149        1:?   1:lncRNA       0.834 
     1150        1:?   1:lncRNA       0.879 
     1151        1:?   1:lncRNA       0.904 
     1152        1:?   1:lncRNA       0.904 
     1153        1:?   1:lncRNA       0.834 
     1154        1:?   1:lncRNA       0.904 
     1155        1:?   1:lncRNA       0.834 
     1156        1:?   1:lncRNA       0.879 
     1157        1:?   1:lncRNA       0.879 
     1158        1:?   1:lncRNA       0.834 
     1159        1:?   1:lncRNA       0.879 
     1160        1:?   1:lncRNA       0.879 
     1161        1:?   1:lncRNA       0.904 
     1162        1:?   1:lncRNA       0.834 
     1163        1:?   1:lncRNA       0.834 
     1164        1:?   1:lncRNA       0.904 
     1165        1:?   1:lncRNA       0.904 
     1166        1:?   1:lncRNA       0.904 
     1167        1:?   1:lncRNA       0.879 
     1168        1:?   1:lncRNA       0.879 
     1169        1:?   1:lncRNA       0.904 
     1170        1:?   1:lncRNA       0.904 
     1171        1:?   1:lncRNA       0.834 
     1172        1:?   1:lncRNA       0.834 
     1173        1:?   1:lncRNA       0.834 
     1174        1:?   1:lncRNA       0.834 
     1175        1:?   1:lncRNA       0.879 
     1176        1:?   1:lncRNA       0.879 
     1177        1:?   1:lncRNA       0.834 
     1178        1:?   1:lncRNA       0.904 
     1179        1:?   1:lncRNA       0.904 
     1180        1:?   1:lncRNA       0.834 
     1181        1:?   1:lncRNA       0.879 
     1182        1:?   1:lncRNA       0.879 
     1183        1:?   1:lncRNA       0.904 
     1184        1:?   1:lncRNA       0.834 
     1185        1:?   1:lncRNA       0.834 
     1186        1:?   1:lncRNA       0.904 
     1187        1:?   1:lncRNA       0.904 
     1188        1:?   1:lncRNA       0.904 
     1189        1:?   1:lncRNA       0.834 
     1190        1:?   1:lncRNA       0.904 
     1191        1:?   1:lncRNA       0.886 
     1192        1:?   1:lncRNA       0.834 
     1193        1:?   1:lncRNA       0.834 
     1194        1:?   1:lncRNA       0.834 
     1195        1:?   1:lncRNA       0.904 
     1196        1:?   1:lncRNA       0.834 
     1197        1:?   1:lncRNA       0.879 
     1198        1:?   1:lncRNA       0.834 
     1199        1:?   1:lncRNA       0.904 
     1200        1:?   1:lncRNA       0.879 
     1201        1:?   1:lncRNA       0.904 
     1202        1:?   1:lncRNA       0.879 
     1203        1:?   1:lncRNA       0.879 
     1204        1:?   1:lncRNA       0.834 
     1205        1:?   1:lncRNA       0.879 
     1206        1:?   1:lncRNA       0.879 
     1207        1:?   1:lncRNA       0.879 
     1208        1:?   1:lncRNA       0.904 
     1209        1:?   1:lncRNA       0.904 
     1210        1:?   1:lncRNA       0.834 
     1211        1:?   1:lncRNA       0.834 
     1212        1:?   1:lncRNA       0.904 
     1213        1:?   1:lncRNA       0.904 
     1214        1:?   1:lncRNA       0.904 
     1215        1:?   1:lncRNA       0.904 
     1216        1:?   1:lncRNA       0.904 
     1217        1:?   1:lncRNA       0.834 
     1218        1:?   1:lncRNA       0.834 
     1219        1:?   1:lncRNA       0.904 
     1220        1:?   1:lncRNA       0.879 
     1221        1:?   1:lncRNA       0.904 
     1222        1:?   1:lncRNA       0.879 
     1223        1:?   1:lncRNA       0.904 
     1224        1:?   1:lncRNA       0.834 
     1225        1:?   1:lncRNA       0.904 
     1226        1:?   1:lncRNA       0.879 
     1227        1:?   1:lncRNA       0.886 
     1228        1:?   1:lncRNA       0.879 
     1229        1:?   1:lncRNA       0.834 
     1230        1:?   1:lncRNA       0.834 
     1231        1:?   1:lncRNA       0.834 
     1232        1:?   1:lncRNA       0.834 
     1233        1:?   1:lncRNA       0.879 
     1234        1:?   1:lncRNA       0.879 
     1235        1:?   1:lncRNA       0.879 
     1236        1:?   1:lncRNA       0.879 
     1237        1:?   1:lncRNA       0.834 
     1238        1:?   1:lncRNA       0.879 
     1239        1:?   1:lncRNA       0.879 
     1240        1:?   1:lncRNA       0.879 
     1241        1:?   1:lncRNA       0.834 
     1242        1:?   1:lncRNA       0.834 
     1243        1:?   1:lncRNA       0.904 
     1244        1:?   1:lncRNA       0.879 
     1245        1:?   1:lncRNA       0.879 
     1246        1:?   1:lncRNA       0.879 
     1247        1:?   1:lncRNA       0.879 
     1248        1:?   1:lncRNA       0.886 
     1249        1:?   1:lncRNA       0.904 
     1250        1:?   1:lncRNA       0.879 
     1251        1:?   1:lncRNA       0.904 
     1252        1:?   1:lncRNA       0.904 
     1253        1:?   1:lncRNA       0.879 
     1254        1:?   1:lncRNA       0.879 
     1255        1:?   1:lncRNA       0.879 
     1256        1:?   1:lncRNA       0.879 
     1257        1:?   1:lncRNA       0.904 
     1258        1:?   1:lncRNA       0.879 
     1259        1:?   1:lncRNA       0.879 
     1260        1:?   1:lncRNA       0.879 
     1261        1:?   1:lncRNA       0.834 
     1262        1:?   1:lncRNA       0.879 
     1263        1:?   1:lncRNA       0.904 
     1264        1:?   1:lncRNA       0.879 
     1265        1:?   1:lncRNA       0.834 
     1266        1:?   1:lncRNA       0.904 
     1267        1:?   1:lncRNA       0.834 
     1268        1:?   1:lncRNA       0.879 
     1269        1:?   1:lncRNA       0.879 
     1270        1:?   1:lncRNA       0.879 
     1271        1:?   1:lncRNA       0.904 
     1272        1:?   1:lncRNA       0.904 
     1273        1:?   1:lncRNA       0.879 
     1274        1:?   1:lncRNA       0.904 
     1275        1:?   1:lncRNA       0.904 
     1276        1:?   1:lncRNA       0.904 
     1277        1:?   1:lncRNA       0.834 
     1278        1:?   1:lncRNA       0.834 
     1279        1:?   1:lncRNA       0.834 
     1280        1:?   1:lncRNA       0.904 
     1281        1:?   1:lncRNA       0.904 
     1282        1:?   1:lncRNA       0.904 
     1283        1:?   1:lncRNA       0.879 
     1284        1:?   1:lncRNA       0.904 
     1285        1:?   1:lncRNA       0.879 
     1286        1:?   1:lncRNA       0.879 
     1287        1:?   1:lncRNA       0.879 
     1288        1:?   1:lncRNA       0.879 
     1289        1:?   1:lncRNA       0.879 
     1290        1:?   1:lncRNA       0.834 
     1291        1:?   1:lncRNA       0.879 
     1292        1:?   1:lncRNA       0.879 
     1293        1:?   1:lncRNA       0.834 
     1294        1:?   1:lncRNA       0.879 
     1295        1:?   1:lncRNA       0.834 
     1296        1:?   1:lncRNA       0.879 
     1297        1:?   1:lncRNA       0.879 
     1298        1:?   1:lncRNA       0.834 
     1299        1:?   1:lncRNA       0.834 
     1300        1:?   1:lncRNA       0.834 
     1301        1:?   1:lncRNA       0.904 
     1302        1:?   1:lncRNA       0.834 
     1303        1:?   1:lncRNA       0.879 
     1304        1:?   1:lncRNA       0.879 
     1305        1:?   1:lncRNA       0.904 
     1306        1:?   1:lncRNA       0.879 
     1307        1:?   1:lncRNA       0.879 
     1308        1:?   1:lncRNA       0.834 
     1309        1:?   1:lncRNA       0.904 
     1310        1:?   1:lncRNA       0.904 
     1311        1:?   1:lncRNA       0.879 
     1312        1:?   1:lncRNA       0.879 
     1313        1:?   1:lncRNA       0.904 
     1314        1:?   1:lncRNA       0.904 
     1315        1:?   1:lncRNA       0.904 
     1316        1:?   1:lncRNA       0.834 
     1317        1:?   1:lncRNA       0.879 
     1318        1:?   1:lncRNA       0.834 
     1319        1:?   1:lncRNA       0.904 
     1320        1:?   1:lncRNA       0.904 
     1321        1:?   1:lncRNA       0.879 
     1322        1:?   1:lncRNA       0.879 
     1323        1:?   1:lncRNA       0.904 
     1324        1:?   1:lncRNA       0.904 
     1325        1:?   1:lncRNA       0.904 
     1326        1:?   1:lncRNA       0.886 
     1327        1:?   1:lncRNA       0.879 
     1328        1:?   1:lncRNA       0.904 
     1329        1:?   1:lncRNA       0.904 
     1330        1:?   1:lncRNA       0.879 
     1331        1:?   1:lncRNA       0.879 
     1332        1:?   1:lncRNA       0.834 
     1333        1:?   1:lncRNA       0.904 
     1334        1:?   1:lncRNA       0.879 
     1335        1:?   1:lncRNA       0.904 
     1336        1:?   1:lncRNA       0.879 
     1337        1:?   1:lncRNA       0.834 
     1338        1:?   1:lncRNA       0.879 
     1339        1:?   1:lncRNA       0.879 
     1340        1:?   1:lncRNA       0.904 
     1341        1:?   1:lncRNA       0.879 
     1342        1:?   1:lncRNA       0.834 
     1343        1:?   1:lncRNA       0.834 
     1344        1:?   1:lncRNA       0.879 
     1345        1:?   1:lncRNA       0.879 
     1346        1:?   1:lncRNA       0.879 
     1347        1:?   1:lncRNA       0.904 
     1348        1:?   1:lncRNA       0.879 
     1349        1:?   1:lncRNA       0.879 
     1350        1:?   1:lncRNA       0.904 
     1351        1:?   1:lncRNA       0.904 
     1352        1:?   1:lncRNA       0.879 
     1353        1:?   1:lncRNA       0.879 
     1354        1:?   1:lncRNA       0.904 
     1355        1:?   1:lncRNA       0.879 
     1356        1:?   1:lncRNA       0.834 
     1357        1:?   1:lncRNA       0.834 
     1358        1:?   1:lncRNA       0.879 
     1359        1:?   1:lncRNA       0.834 
     1360        1:?   1:lncRNA       0.834 
     1361        1:?   1:lncRNA       0.879 
     1362        1:?   1:lncRNA       0.879 
     1363        1:?   1:lncRNA       0.879 
     1364        1:?   1:lncRNA       0.879 
     1365        1:?   1:lncRNA       0.879 
     1366        1:?   1:lncRNA       0.904 
     1367        1:?   1:lncRNA       0.879 
     1368        1:?   1:lncRNA       0.834 
     1369        1:?   1:lncRNA       0.904 
     1370        1:?   1:lncRNA       0.904 
     1371        1:?   1:lncRNA       0.879 
     1372        1:?   1:lncRNA       0.904 
     1373        1:?   1:lncRNA       0.904 
     1374        1:?   1:lncRNA       0.834 
     1375        1:?   1:lncRNA       0.834 
     1376        1:?   1:lncRNA       0.879 
     1377        1:?   1:lncRNA       0.904 
     1378        1:?   1:lncRNA       0.879 
     1379        1:?   1:lncRNA       0.904 
     1380        1:?   1:lncRNA       0.879 
     1381        1:?   1:lncRNA       0.879 
     1382        1:?   1:lncRNA       0.904 
     1383        1:?   1:lncRNA       0.904 
     1384        1:?   1:lncRNA       0.904 
     1385        1:?   1:lncRNA       0.879 
     1386        1:?   1:lncRNA       0.879 
     1387        1:?   1:lncRNA       0.879 
     1388        1:?   1:lncRNA       0.879 
     1389        1:?   1:lncRNA       0.904 
     1390        1:?   1:lncRNA       0.879 
     1391        1:?   1:lncRNA       0.834 
     1392        1:?   1:lncRNA       0.904 
     1393        1:?   1:lncRNA       0.834 
     1394        1:?   1:lncRNA       0.904 
     1395        1:?   1:lncRNA       0.834 
     1396        1:?   1:lncRNA       0.879 
     1397        1:?   1:lncRNA       0.879 
     1398        1:?   1:lncRNA       0.879 
     1399        1:?   1:lncRNA       0.879 
     1400        1:?   1:lncRNA       0.834 
     1401        1:?   1:lncRNA       0.879 
     1402        1:?   1:lncRNA       0.879 
     1403        1:?   1:lncRNA       0.904 
     1404        1:?   1:lncRNA       0.904 
     1405        1:?   1:lncRNA       0.834 
     1406        1:?   1:lncRNA       0.879 
     1407        1:?   1:lncRNA       0.834 
     1408        1:?   1:lncRNA       0.904 
     1409        1:?   1:lncRNA       0.834 
     1410        1:?   1:lncRNA       0.834 
     1411        1:?   1:lncRNA       0.834 
     1412        1:?   1:lncRNA       0.904 
     1413        1:?   1:lncRNA       0.879 
     1414        1:?   1:lncRNA       0.834 
     1415        1:?   1:lncRNA       0.904 
     1416        1:?   1:lncRNA       0.879 
     1417        1:?   1:lncRNA       0.904 
     1418        1:?   1:lncRNA       0.904 
     1419        1:?   1:lncRNA       0.834 
     1420        1:?   1:lncRNA       0.879 
     1421        1:?   1:lncRNA       0.879 
     1422        1:?   1:lncRNA       0.834 
     1423        1:?   1:lncRNA       0.834 
     1424        1:?   1:lncRNA       0.904 
     1425        1:?   1:lncRNA       0.879 
     1426        1:?   1:lncRNA       0.879 
     1427        1:?   1:lncRNA       0.904 
     1428        1:?   1:lncRNA       0.879 
     1429        1:?   1:lncRNA       0.904 
     1430        1:?   1:lncRNA       0.879 
     1431        1:?   1:lncRNA       0.904 
     1432        1:?   1:lncRNA       0.904 
     1433        1:?   1:lncRNA       0.834 
     1434        1:?   1:lncRNA       0.879 
     1435        1:?   1:lncRNA       0.879 
     1436        1:?   1:lncRNA       0.904 
     1437        1:?   1:lncRNA       0.904 
     1438        1:?   1:lncRNA       0.879 
     1439        1:?   1:lncRNA       0.904 
     1440        1:?   1:lncRNA       0.879 
     1441        1:?   1:lncRNA       0.879 
     1442        1:?   1:lncRNA       0.834 
     1443        1:?   1:lncRNA       0.904 
     1444        1:?   1:lncRNA       0.904 
     1445        1:?   1:lncRNA       0.879 
     1446        1:?   1:lncRNA       0.834 
     1447        1:?   1:lncRNA       0.879 
     1448        1:?   1:lncRNA       0.879 
     1449        1:?   1:lncRNA       0.904 
     1450        1:?   1:lncRNA       0.879 
     1451        1:?   1:lncRNA       0.879 
     1452        1:?   1:lncRNA       0.834 
     1453        1:?   1:lncRNA       0.879 
     1454        1:?   1:lncRNA       0.904 
     1455        1:?   1:lncRNA       0.834 
     1456        1:?   1:lncRNA       0.879 
     1457        1:?   1:lncRNA       0.879 
     1458        1:?   1:lncRNA       0.879 
     1459        1:?   1:lncRNA       0.834 
     1460        1:?   1:lncRNA       0.834 
     1461        1:?   1:lncRNA       0.879 
     1462        1:?   1:lncRNA       0.879 
     1463        1:?   1:lncRNA       0.904 
     1464        1:?   1:lncRNA       0.904 
     1465        1:?   1:lncRNA       0.879 
     1466        1:?   1:lncRNA       0.904 
     1467        1:?   1:lncRNA       0.879 
     1468        1:?   1:lncRNA       0.834 
     1469        1:?   1:lncRNA       0.834 
     1470        1:?   1:lncRNA       0.879 
     1471        1:?   1:lncRNA       0.904 
     1472        1:?   1:lncRNA       0.904 
     1473        1:?   1:lncRNA       0.904 
     1474        1:?   1:lncRNA       0.879 
     1475        1:?   1:lncRNA       0.834 
     1476        1:?   1:lncRNA       0.834 
     1477        1:?   1:lncRNA       0.879 
     1478        1:?   1:lncRNA       0.834 
     1479        1:?   1:lncRNA       0.879 
     1480        1:?   1:lncRNA       0.879 
     1481        1:?   1:lncRNA       0.879 
     1482        1:?   1:lncRNA       0.834 
     1483        1:?   1:lncRNA       0.879 
     1484        1:?   1:lncRNA       0.879 
     1485        1:?   1:lncRNA       0.879 
     1486        1:?   1:lncRNA       0.879 
     1487        1:?   1:lncRNA       0.879 
     1488        1:?   1:lncRNA       0.879 
     1489        1:?   1:lncRNA       0.904 
     1490        1:?   1:lncRNA       0.904 
     1491        1:?   1:lncRNA       0.879 
     1492        1:?   1:lncRNA       0.834 
     1493        1:?   1:lncRNA       0.879 
     1494        1:?   1:lncRNA       0.904 
     1495        1:?   1:lncRNA       0.834 
     1496        1:?   1:lncRNA       0.879 
     1497        1:?   1:lncRNA       0.879 
     1498        1:?   1:lncRNA       0.879 
     1499        1:?   1:lncRNA       0.879 
     1500        1:?   1:lncRNA       0.904 
     1501        1:?   1:lncRNA       0.879 
     1502        1:?   1:lncRNA       0.879 
     1503        1:?   1:lncRNA       0.879 
     1504        1:?   1:lncRNA       0.904 
     1505        1:?   1:lncRNA       0.879 
     1506        1:?   1:lncRNA       0.879 
     1507        1:?   1:lncRNA       0.834 
     1508        1:?   1:lncRNA       0.834 
     1509        1:?   1:lncRNA       0.904 
     1510        1:?   1:lncRNA       0.834 
     1511        1:?   1:lncRNA       0.879 
     1512        1:?   1:lncRNA       0.834 
     1513        1:?   1:lncRNA       0.834 
     1514        1:?   1:lncRNA       0.879 
     1515        1:?   1:lncRNA       0.904 
     1516        1:?   1:lncRNA       0.886 
     1517        1:?   1:lncRNA       0.834 
     1518        1:?   1:lncRNA       0.879 
     1519        1:?   1:lncRNA       0.879 
     1520        1:?   1:lncRNA       0.879 
     1521        1:?   1:lncRNA       0.879 
     1522        1:?   1:lncRNA       0.904 
     1523        1:?   1:lncRNA       0.834 
     1524        1:?   1:lncRNA       0.904 
     1525        1:?   1:lncRNA       0.834 
     1526        1:?   1:lncRNA       0.834 
     1527        1:?   1:lncRNA       0.904 
     1528        1:?   1:lncRNA       0.834 
     1529        1:?   1:lncRNA       0.834 
     1530        1:?   1:lncRNA       0.879 
     1531        1:?   1:lncRNA       0.879 
     1532        1:?   1:lncRNA       0.879 
     1533        1:?   1:lncRNA       0.879 
     1534        1:?   1:lncRNA       0.834 
     1535        1:?   1:lncRNA       0.904 
     1536        1:?   1:lncRNA       0.879 
     1537        1:?     2:mRNA       0.714 
     1538        1:?   1:lncRNA       0.904 
     1539        1:?   1:lncRNA       0.834 
     1540        1:?   1:lncRNA       0.879 
     1541        1:?   1:lncRNA       0.879 
     1542        1:?   1:lncRNA       0.879 
     1543        1:?   1:lncRNA       0.879 
     1544        1:?   1:lncRNA       0.904 
     1545        1:?   1:lncRNA       0.879 
     1546        1:?   1:lncRNA       0.879 
     1547        1:?   1:lncRNA       0.879 
     1548        1:?   1:lncRNA       0.879 
     1549        1:?   1:lncRNA       0.834 
     1550        1:?   1:lncRNA       0.879 
     1551        1:?   1:lncRNA       0.879 
     1552        1:?   1:lncRNA       0.879 
     1553        1:?   1:lncRNA       0.879 
     1554        1:?   1:lncRNA       0.879 
     1555        1:?   1:lncRNA       0.834 
     1556        1:?   1:lncRNA       0.879 
     1557        1:?   1:lncRNA       0.904 
     1558        1:?   1:lncRNA       0.904 
     1559        1:?   1:lncRNA       0.879 
     1560        1:?   1:lncRNA       0.904 
     1561        1:?   1:lncRNA       0.834 
     1562        1:?   1:lncRNA       0.886 
     1563        1:?   1:lncRNA       0.904 
     1564        1:?   1:lncRNA       0.904 
     1565        1:?   1:lncRNA       0.834 
     1566        1:?   1:lncRNA       0.879 
     1567        1:?   1:lncRNA       0.834 
     1568        1:?   1:lncRNA       0.879 
     1569        1:?   1:lncRNA       0.879 
     1570        1:?   1:lncRNA       0.834 
     1571        1:?   1:lncRNA       0.834 
     1572        1:?   1:lncRNA       0.904 
     1573        1:?   1:lncRNA       0.904 
     1574        1:?   1:lncRNA       0.904 
     1575        1:?   1:lncRNA       0.879 
     1576        1:?   1:lncRNA       0.879 
     1577        1:?   1:lncRNA       0.879 
     1578        1:?   1:lncRNA       0.879 
     1579        1:?   1:lncRNA       0.879 
     1580        1:?   1:lncRNA       0.879 
     1581        1:?   1:lncRNA       0.904 
     1582        1:?   1:lncRNA       0.904 
     1583        1:?   1:lncRNA       0.879 
     1584        1:?   1:lncRNA       0.879 
     1585        1:?   1:lncRNA       0.834 
     1586        1:?   1:lncRNA       0.879 
     1587        1:?   1:lncRNA       0.904 
     1588        1:?   1:lncRNA       0.879 
     1589        1:?   1:lncRNA       0.879 
     1590        1:?   1:lncRNA       0.879 
     1591        1:?   1:lncRNA       0.879 
     1592        1:?   1:lncRNA       0.834 
     1593        1:?   1:lncRNA       0.834 
     1594        1:?   1:lncRNA       0.834 
     1595        1:?   1:lncRNA       0.904 
     1596        1:?   1:lncRNA       0.834 
     1597        1:?   1:lncRNA       0.879 
     1598        1:?   1:lncRNA       0.879 
     1599        1:?   1:lncRNA       0.879 
     1600        1:?   1:lncRNA       0.879 
     1601        1:?   1:lncRNA       0.879 
     1602        1:?   1:lncRNA       0.904 
     1603        1:?   1:lncRNA       0.879 
     1604        1:?   1:lncRNA       0.904 
     1605        1:?   1:lncRNA       0.879 
     1606        1:?   1:lncRNA       0.879 
     1607        1:?   1:lncRNA       0.834 
     1608        1:?   1:lncRNA       0.834 
     1609        1:?   1:lncRNA       0.879 
     1610        1:?   1:lncRNA       0.879 
     1611        1:?   1:lncRNA       0.904 
     1612        1:?   1:lncRNA       0.879 
     1613        1:?   1:lncRNA       0.879 
     1614        1:?   1:lncRNA       0.904 
     1615        1:?   1:lncRNA       0.879 
     1616        1:?   1:lncRNA       0.834 
     1617        1:?   1:lncRNA       0.879 
     1618        1:?   1:lncRNA       0.904 
     1619        1:?   1:lncRNA       0.904 
     1620        1:?   1:lncRNA       0.879 
     1621        1:?   1:lncRNA       0.834 
     1622        1:?   1:lncRNA       0.834 
     1623        1:?   1:lncRNA       0.834 
     1624        1:?   1:lncRNA       0.834 
     1625        1:?   1:lncRNA       0.834 
     1626        1:?   1:lncRNA       0.904 
     1627        1:?   1:lncRNA       0.834 
     1628        1:?   1:lncRNA       0.879 
     1629        1:?   1:lncRNA       0.834 
     1630        1:?   1:lncRNA       0.904 
     1631        1:?   1:lncRNA       0.834 
     1632        1:?   1:lncRNA       0.879 
     1633        1:?   1:lncRNA       0.879 
     1634        1:?   1:lncRNA       0.879 
     1635        1:?   1:lncRNA       0.886 
     1636        1:?   1:lncRNA       0.879 
     1637        1:?   1:lncRNA       0.879 
     1638        1:?   1:lncRNA       0.904 
     1639        1:?   1:lncRNA       0.879 
     1640        1:?   1:lncRNA       0.879 
     1641        1:?   1:lncRNA       0.904 
     1642        1:?   1:lncRNA       0.834 
     1643        1:?   1:lncRNA       0.834 
     1644        1:?   1:lncRNA       0.904 
     1645        1:?   1:lncRNA       0.879 
     1646        1:?   1:lncRNA       0.879 
     1647        1:?   1:lncRNA       0.879 
     1648        1:?   1:lncRNA       0.834 
     1649        1:?   1:lncRNA       0.904 
     1650        1:?   1:lncRNA       0.834 
     1651        1:?   1:lncRNA       0.834 
     1652        1:?   1:lncRNA       0.879 
     1653        1:?   1:lncRNA       0.904 
     1654        1:?   1:lncRNA       0.834 
     1655        1:?   1:lncRNA       0.904 
     1656        1:?   1:lncRNA       0.879 
     1657        1:?   1:lncRNA       0.834 
     1658        1:?   1:lncRNA       0.834 
     1659        1:?   1:lncRNA       0.834 
     1660        1:?   1:lncRNA       0.904 
     1661        1:?   1:lncRNA       0.904 
     1662        1:?   1:lncRNA       0.904 
     1663        1:?   1:lncRNA       0.886 
     1664        1:?   1:lncRNA       0.834 
     1665        1:?   1:lncRNA       0.904 
     1666        1:?   1:lncRNA       0.904 
     1667        1:?   1:lncRNA       0.879 
     1668        1:?   1:lncRNA       0.879 
     1669        1:?   1:lncRNA       0.904 
     1670        1:?   1:lncRNA       0.879 
     1671        1:?   1:lncRNA       0.879 
     1672        1:?   1:lncRNA       0.904 
     1673        1:?   1:lncRNA       0.904 
     1674        1:?   1:lncRNA       0.879 
     1675        1:?   1:lncRNA       0.879 
     1676        1:?   1:lncRNA       0.834 
     1677        1:?   1:lncRNA       0.879 
     1678        1:?   1:lncRNA       0.879 
     1679        1:?   1:lncRNA       0.879 
     1680        1:?   1:lncRNA       0.879 
     1681        1:?   1:lncRNA       0.879 
     1682        1:?   1:lncRNA       0.879 
     1683        1:?   1:lncRNA       0.834 
     1684        1:?   1:lncRNA       0.904 
     1685        1:?   1:lncRNA       0.834 
     1686        1:?   1:lncRNA       0.879 
     1687        1:?   1:lncRNA       0.879 
     1688        1:?   1:lncRNA       0.834 
     1689        1:?   1:lncRNA       0.904 
     1690        1:?   1:lncRNA       0.904 
     1691        1:?   1:lncRNA       0.879 
     1692        1:?   1:lncRNA       0.879 
     1693        1:?   1:lncRNA       0.834 
     1694        1:?   1:lncRNA       0.879 
     1695        1:?   1:lncRNA       0.879 
     1696        1:?   1:lncRNA       0.834 
     1697        1:?   1:lncRNA       0.879 
     1698        1:?   1:lncRNA       0.879 
     1699        1:?   1:lncRNA       0.879 
     1700        1:?   1:lncRNA       0.834 
     1701        1:?   1:lncRNA       0.879 
     1702        1:?   1:lncRNA       0.879 
     1703        1:?   1:lncRNA       0.904 
     1704        1:?   1:lncRNA       0.834 
     1705        1:?   1:lncRNA       0.904 
     1706        1:?   1:lncRNA       0.904 
     1707        1:?   1:lncRNA       0.879 
     1708        1:?   1:lncRNA       0.879 
     1709        1:?   1:lncRNA       0.879 
     1710        1:?   1:lncRNA       0.834 
     1711        1:?   1:lncRNA       0.879 
     1712        1:?   1:lncRNA       0.879 
     1713        1:?   1:lncRNA       0.879 
     1714        1:?   1:lncRNA       0.879 
     1715        1:?   1:lncRNA       0.879 
     1716        1:?   1:lncRNA       0.879 
     1717        1:?   1:lncRNA       0.879 
     1718        1:?   1:lncRNA       0.834 
     1719        1:?   1:lncRNA       0.886 
     1720        1:?   1:lncRNA       0.879 
     1721        1:?   1:lncRNA       0.904 
     1722        1:?   1:lncRNA       0.834 
     1723        1:?   1:lncRNA       0.879 
     1724        1:?   1:lncRNA       0.879 
     1725        1:?   1:lncRNA       0.879 
     1726        1:?   1:lncRNA       0.904 
     1727        1:?   1:lncRNA       0.904 
     1728        1:?   1:lncRNA       0.879 
     1729        1:?   1:lncRNA       0.879 
     1730        1:?   1:lncRNA       0.879 
     1731        1:?   1:lncRNA       0.879 
     1732        1:?   1:lncRNA       0.834 
     1733        1:?   1:lncRNA       0.904 
     1734        1:?   1:lncRNA       0.879 
     1735        1:?   1:lncRNA       0.904 
     1736        1:?   1:lncRNA       0.904 
     1737        1:?   1:lncRNA       0.879 
     1738        1:?   1:lncRNA       0.879 
     1739        1:?   1:lncRNA       0.904 
     1740        1:?   1:lncRNA       0.904 
     1741        1:?   1:lncRNA       0.904 
     1742        1:?   1:lncRNA       0.904 
     1743        1:?   1:lncRNA       0.834 
     1744        1:?   1:lncRNA       0.879 
     1745        1:?   1:lncRNA       0.904 
     1746        1:?   1:lncRNA       0.879 
     1747        1:?   1:lncRNA       0.834 
     1748        1:?   1:lncRNA       0.879 
     1749        1:?   1:lncRNA       0.879 
     1750        1:?   1:lncRNA       0.834 
     1751        1:?   1:lncRNA       0.904 
     1752        1:?   1:lncRNA       0.904 
     1753        1:?   1:lncRNA       0.834 
     1754        1:?   1:lncRNA       0.879 
     1755        1:?   1:lncRNA       0.904 
     1756        1:?   1:lncRNA       0.904 
     1757        1:?   1:lncRNA       0.879 
     1758        1:?   1:lncRNA       0.904 
     1759        1:?   1:lncRNA       0.834 
     1760        1:?   1:lncRNA       0.904 
     1761        1:?   1:lncRNA       0.904 
     1762        1:?   1:lncRNA       0.904 
     1763        1:?   1:lncRNA       0.879 
     1764        1:?   1:lncRNA       0.879 
     1765        1:?   1:lncRNA       0.879 
     1766        1:?   1:lncRNA       0.904 
     1767        1:?   1:lncRNA       0.879 
     1768        1:?   1:lncRNA       0.904 
     1769        1:?   1:lncRNA       0.879 
     1770        1:?   1:lncRNA       0.904 
     1771        1:?   1:lncRNA       0.879 
     1772        1:?   1:lncRNA       0.879 
     1773        1:?   1:lncRNA       0.879 
     1774        1:?   1:lncRNA       0.879 
     1775        1:?   1:lncRNA       0.879 
     1776        1:?   1:lncRNA       0.879 
     1777        1:?   1:lncRNA       0.879 
     1778        1:?   1:lncRNA       0.886 
     1779        1:?   1:lncRNA       0.886 
     1780        1:?   1:lncRNA       0.904 
     1781        1:?   1:lncRNA       0.879 
     1782        1:?   1:lncRNA       0.904 
     1783        1:?   1:lncRNA       0.879 
     1784        1:?   1:lncRNA       0.879 
     1785        1:?   1:lncRNA       0.904 
     1786        1:?   1:lncRNA       0.904 
     1787        1:?   1:lncRNA       0.834 
     1788        1:?   1:lncRNA       0.834 
     1789        1:?   1:lncRNA       0.879 
     1790        1:?   1:lncRNA       0.904 
     1791        1:?   1:lncRNA       0.879 
     1792        1:?   1:lncRNA       0.879 
     1793        1:?   1:lncRNA       0.879 
     1794        1:?   1:lncRNA       0.904 
     1795        1:?   1:lncRNA       0.879 
     1796        1:?   1:lncRNA       0.904 
     1797        1:?   1:lncRNA       0.879 
     1798        1:?   1:lncRNA       0.879 
     1799        1:?   1:lncRNA       0.834 
     1800        1:?   1:lncRNA       0.834 
     1801        1:?   1:lncRNA       0.886 
     1802        1:?   1:lncRNA       0.879 
     1803        1:?   1:lncRNA       0.879 
     1804        1:?   1:lncRNA       0.879 
     1805        1:?   1:lncRNA       0.879 
     1806        1:?   1:lncRNA       0.834 
     1807        1:?   1:lncRNA       0.879 
     1808        1:?   1:lncRNA       0.834 
     1809        1:?   1:lncRNA       0.834 
     1810        1:?   1:lncRNA       0.834 
